"tester" "activity" "data_from" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z"
"19" "STANDING" "train" -0.987352048356164 -0.952872872465753 -0.968543351780822 -0.991161671369863 -0.943193755068493 -0.947753961643836 -0.947865639178082 -0.975061671643836 -0.965100636164384 -0.946607045616438 -0.966967238082192 -0.963212791780822
"19" "LAYING" "train" -0.97453373 -0.972798824096386 -0.985340447349398 -0.962085001204819 -0.974832075662651 -0.984740998192771 -0.974196217590361 -0.972061003493976 -0.97393233253012 -0.983944795060241 -0.959831365783133 -0.975417523855422
"20" "WALKING" "test" -0.147404272166667 0.403465950921569 -0.272213861705882 -0.234985644352941 0.438436341294118 -0.26649772672549 -0.0936248686019608 0.0310145965868627 -0.108892495684314 -0.279931528352941 0.107704805445098 -0.264957205764706
"20" "WALKING_UPSTAIRS" "test" -0.140439074776471 -0.0293832440223529 -0.318431522156863 -0.108444759592157 0.16454675022549 -0.242438965196078 -0.372684353921569 -0.162341385629412 0.115076640798039 -0.532021733921569 -0.079046721372549 0.095476833245098
"20" "WALKING_DOWNSTAIRS" "test" -0.0343309987555556 0.524187686888889 -0.188098811986667 0.113033424261778 0.560191344 -0.213916756933333 -0.0629572600911111 -0.138097945555556 0.257037841093333 -0.253365630644444 -0.159961424355556 0.0183050845333333
"20" "SITTING" "test" -0.981203064242424 -0.945198619242424 -0.947597457121212 -0.98397837530303 -0.935031700454545 -0.924947175454545 -0.969913284393939 -0.964643068787879 -0.950963363939394 -0.978433538484848 -0.958015696363636 -0.949176822121212
"20" "STANDING" "test" -0.96193272890411 -0.898194212465753 -0.929985824794521 -0.96980617890411 -0.872525409452055 -0.910995860273973 -0.881019424794521 -0.91064914109589 -0.911409911643836 -0.890525705068493 -0.901237499589041 -0.914872014383562
"20" "LAYING" "test" -0.965728781617647 -0.965595958382353 -0.976392651323529 -0.960997907205882 -0.964960988382353 -0.971901324705882 -0.982619403529412 -0.973120029558823 -0.972278603529412 -0.985154588529412 -0.973092518088235 -0.974995267058824
"21" "WALKING" "train" -0.273496158519231 0.0338465813711538 -0.300309066730769 -0.308547185288462 -0.00256294245192308 -0.164961027194231 -0.246657382884615 -0.371744086730769 -0.283262474865385 -0.491859244230769 -0.419400879423077 -0.385505359038462
"21" "WALKING_UPSTAIRS" "train" -0.319169340234043 0.0221598658106383 -0.321712974042553 -0.213184048 0.0823434279595745 -0.22716417293617 -0.446974007021277 -0.446691581702128 -0.155762354829787 -0.560968048723404 -0.478299637021277 0.0130916351042553
"21" "WALKING_DOWNSTAIRS" "train" 0.104323529982222 0.181138042506667 -0.0769713066866667 0.266987750733333 0.277894323022222 -0.145081705591111 -0.366748752888889 -0.308879866288889 -0.238221682666667 -0.469790144111111 -0.388418746666667 -0.450772139111111
"21" "SITTING" "train" -0.990610228 -0.968060947058824 -0.970859342941176 -0.992375229411765 -0.96756129 -0.956412505058824 -0.984893559764706 -0.979830938 -0.976839728941176 -0.98955931 -0.974723217647059 -0.979130678470588
"21" "STANDING" "train" -0.978327686179775 -0.949694904269663 -0.960274142134831 -0.982892836629213 -0.94354515752809 -0.942458908314607 -0.956989964269663 -0.960082591123596 -0.959432562359551 -0.964530315842697 -0.954080913707865 -0.963124572134831
"21" "LAYING" "train" -0.968234375555556 -0.960069247 -0.961772190555556 -0.950929451222222 -0.957258971111111 -0.940919006555556 -0.973410473 -0.964968005222222 -0.980811216111111 -0.976226919888889 -0.946599855444444 -0.983270707333333
"22" "WALKING" "train" -0.0994928588891304 0.145367520371739 -0.25521651373913 0.0243958191369565 0.00386841059347826 -0.253643608304348 -0.144648652152174 -0.501176901956522 -0.083501182326087 -0.374496318695652 -0.481624411086957 -0.253173876956522
"22" "WALKING_UPSTAIRS" "train" -0.0553996485285714 0.13068653882619 -0.228019952309524 0.132048813464286 0.230058772192857 -0.116753339559524 -0.19545699252381 -0.523943751666667 -0.199313066142857 -0.338139776690476 -0.473882071666667 -0.222431794690476
"22" "WALKING_DOWNSTAIRS" "train" 0.195348406222222 0.225766560777778 -0.322795653888889 0.402891960277778 0.167409716861111 -0.383242679444444 -0.0954349339722222 -0.525006840277778 -0.194915698805556 -0.284532358444444 -0.570339899444444 -0.377319033611111
"22" "SITTING" "train" -0.978505368225806 -0.939546007903226 -0.946635312419355 -0.97862319016129 -0.926995253483871 -0.909344305645161 -0.977266731129032 -0.959161754193548 -0.948367052258065 -0.982373346290323 -0.946107943548387 -0.951045695483871
"22" "STANDING" "train" -0.980373909206349 -0.929161387619048 -0.957101794126984 -0.987400306031746 -0.923657558412698 -0.938409884920635 -0.917018098571429 -0.97068244031746 -0.962327765238095 -0.919851782380952 -0.962172736666667 -0.963652778888889
"22" "LAYING" "train" -0.953758542777778 -0.925524703472222 -0.954219235555556 -0.945656808055556 -0.912562856666667 -0.941163951388889 -0.95336692 -0.964698258611111 -0.942570240416667 -0.958030986944444 -0.960711254583333 -0.936965638611111
"23" "WALKING" "train" -0.275404187920339 -0.0724367317966102 0.0814081078542373 -0.329807279830508 -0.202524061966102 0.1161434407 -0.337619203050847 0.195569461920339 -0.194970369294915 -0.545051691694915 0.286581518449153 -0.287820868152542
"23" "WALKING_UPSTAIRS" "train" -0.272605689568627 -0.0769773944803922 -0.070577489272549 -0.234309548019608 0.0380597405498039 0.104508755759412 -0.430239229235294 -0.290447408901961 -0.163001294113725 -0.590430783921569 -0.301619977058824 -0.0822521122215686
"23" "WALKING_DOWNSTAIRS" "train" 0.205428216353704 0.0959432893981482 0.280518877574074 -0.0282962478037037 0.0432283686975926 0.0947940973814815 -0.214730713222222 0.328817010088889 -0.141266888477778 -0.482598325037037 0.12605231802963 -0.305896699222222
"23" "SITTING" "train" -0.986325670882353 -0.953460406470588 -0.942031166764706 -0.988345258235294 -0.930781487205882 -0.896125263911765 -0.977149986617647 -0.957920288823529 -0.965428833529412 -0.981523241176471 -0.943733421029412 -0.961914054264706
"23" "STANDING" "train" -0.983627197058824 -0.962831825294118 -0.945170568823529 -0.986333385588235 -0.958042411176471 -0.926110099117647 -0.947510436323529 -0.952781164558824 -0.967939565 -0.941698515588235 -0.945871186029412 -0.9642499225
"23" "LAYING" "train" -0.970037238333333 -0.982072295833333 -0.977515213888889 -0.952410957638889 -0.974304149166667 -0.972261283055556 -0.979676078055556 -0.96846913625 -0.984238807777778 -0.982665212638889 -0.954997309583333 -0.98531784125
"24" "WALKING" "test" -0.492419802586207 -0.203193741396552 -0.344493013448276 -0.462733639137931 -0.182766476862069 -0.314646918448276 -0.468295081206897 -0.479841432931034 -0.39144792137931 -0.616915839310345 -0.495896271896552 -0.453337858448276
"24" "WALKING_UPSTAIRS" "test" -0.395790553898305 -0.252412541966102 -0.312792211016949 -0.326165553050847 -0.107787679328814 -0.28314344338983 -0.503188684915254 -0.546620981186441 -0.372182912033898 -0.602945480677966 -0.586177824237288 -0.311996408983051
"24" "WALKING_DOWNSTAIRS" "test" -0.222324293454545 -0.0861829752472727 -0.173825083587273 -0.0349085946785455 -0.169191147529091 -0.291553822381818 -0.272469211854545 -0.433475431818182 -0.396286646363636 -0.484894683818182 -0.523412701636364 -0.573281905454545
"24" "SITTING" "test" -0.989529506764706 -0.962773200147059 -0.966991781176471 -0.991100005441176 -0.954998005147059 -0.954402697794118 -0.985676523823529 -0.981200181176471 -0.974686891029412 -0.988891551764706 -0.976252427794118 -0.972851787647059
"24" "STANDING" "test" -0.984183633623188 -0.948970158405797 -0.953817599275362 -0.988851853478261 -0.934454791304348 -0.923802467681159 -0.958540187246377 -0.970426493768116 -0.970133388405797 -0.961885695217391 -0.965798055507246 -0.972688652173913
"24" "LAYING" "test" -0.975893687083333 -0.980830362083333 -0.976634815694444 -0.965167081805556 -0.984571808472222 -0.973057781805556 -0.976570564027778 -0.966111980277778 -0.981093036111111 -0.984713284166667 -0.95779294875 -0.983602745694445
"25" "WALKING" "train" -0.609038908918919 -0.251880271094595 -0.533563220540541 -0.591449956486486 -0.170313804039189 -0.430624587162162 -0.411909719594595 -0.678750350135135 -0.561322950945946 -0.406678108108108 -0.567201282027027 -0.603544209459459
"25" "WALKING_UPSTAIRS" "train" -0.521649838769231 -0.380150805384615 -0.542931828 -0.437975786923077 -0.199988428584615 -0.237296741292308 -0.476144998846154 -0.618579913384615 -0.575169715692308 -0.500119831476923 -0.349362687538462 -0.601112612153846
"25" "WALKING_DOWNSTAIRS" "train" -0.372245192931034 -0.196381053741379 -0.556097089137931 -0.213028874331034 -0.166842375587931 -0.449465441724138 -0.217799723931034 -0.632916352241379 -0.410311447586207 -0.316252107741379 -0.470641125 -0.506738306724138
"25" "SITTING" "train" -0.991405498153846 -0.959117259384615 -0.974776131230769 -0.992124279384615 -0.944842993230769 -0.962090614615385 -0.988002552461538 -0.983827801076923 -0.975805890153846 -0.990550003076923 -0.979828883230769 -0.974172870615385
"25" "STANDING" "train" -0.990093202837838 -0.959846189054054 -0.974051231216216 -0.992851743243243 -0.95417933 -0.96212373972973 -0.96807852527027 -0.97839988527027 -0.970456862567568 -0.97266417 -0.975960666081081 -0.974982088108108
"25" "LAYING" "train" -0.929147371232877 -0.78494581909589 -0.816197953561644 -0.902547712465753 -0.67238425569863 -0.694100368012329 -0.890517539315068 -0.946259639315069 -0.924536860547945 -0.891308069041096 -0.932293334794521 -0.915467504246575
"26" "WALKING" "train" -0.321959549661017 -0.146702156576271 -0.33953964559322 -0.34799792561017 -0.185725832305085 -0.384445322372881 -0.368112905762712 -0.56182776559322 -0.318516813050847 -0.532999609491525 -0.587939604576271 -0.426232090508475
"26" "WALKING_UPSTAIRS" "train" -0.242820756127273 -0.185528313272727 -0.499502759272727 -0.142843838381818 -0.0439473073581818 -0.400902256363636 -0.427686570727273 -0.617112539636364 -0.342703926363636 -0.590812298 -0.598236639818182 -0.362052183090909
"26" "WALKING_DOWNSTAIRS" "train" 0.022800096142 -0.006237000044 -0.2796400557 0.22678384386 -0.078283777824 -0.3466485178 -0.12591815458 -0.44312621 -0.22138882542 -0.3981998635 -0.4975063388 -0.434482187
"26" "SITTING" "train" -0.982579546025641 -0.954299410641026 -0.967519149358974 -0.978755176794872 -0.937783538974359 -0.94478134025641 -0.990144882307692 -0.981740793333333 -0.970423693717949 -0.991318436410256 -0.969488188974359 -0.968266666923077
"26" "STANDING" "train" -0.991993372297297 -0.958402317837838 -0.97321515527027 -0.993702408378378 -0.947829677432432 -0.960027795540541 -0.969364268513514 -0.98388591027027 -0.974459323783784 -0.975321645675676 -0.981740873108108 -0.977351005
"26" "LAYING" "train" -0.973262289210526 -0.983664034342105 -0.984923123552632 -0.967971891447368 -0.983317083947368 -0.984854487894737 -0.988386324868421 -0.983127999342105 -0.970171219605263 -0.990970119605263 -0.977491843421053 -0.971789046710526
"27" "WALKING" "train" -0.308702374385965 -0.13678354122807 -0.312372595438596 -0.365256349298246 -0.267741550175439 -0.345515217192982 -0.498017935263158 -0.534724231403509 -0.318182379824561 -0.642349125614035 -0.530943838421053 -0.297847512280702
"27" "WALKING_UPSTAIRS" "train" -0.417607401176471 -0.249688517843137 -0.418886395098039 -0.253504065686275 -0.0794059822941176 -0.197338870980392 -0.544369229411765 -0.594092579607843 -0.400528455490196 -0.574254281745098 -0.587869474313725 -0.183508696647059
"27" "WALKING_DOWNSTAIRS" "train" 0.0829831545090909 -0.0626729573068182 -0.241600361090909 0.194912716568182 -0.17564706475 -0.303090701863636 -0.2966286115 -0.402132810611364 -0.144904904113636 -0.390968436431818 -0.543033246590909 -0.367816046590909
"27" "SITTING" "train" -0.988682108428571 -0.974057855571429 -0.974665817 -0.988659196428571 -0.971266062714286 -0.963220672571429 -0.987207904714286 -0.984141119142857 -0.976848134285714 -0.988984618428571 -0.981037690285714 -0.977595519142857
"27" "STANDING" "train" -0.99012181225 -0.961356141125 -0.97414624525 -0.99287582525 -0.954381606375 -0.958924794125 -0.970149628875 -0.983731873 -0.980862493125 -0.970221836375 -0.98185775725 -0.983105048875
"27" "LAYING" "train" -0.980631846891892 -0.982915951891892 -0.987356589864865 -0.977615702567568 -0.984269087972973 -0.986582387972973 -0.987028539054054 -0.986795837297297 -0.979202019189189 -0.989382328918919 -0.983052318513513 -0.980096438108108
"28" "WALKING" "train" -0.280062182962963 -0.127912276044444 -0.356337638518519 -0.298832423148148 -0.168789019540741 -0.326046195925926 -0.374681071666667 -0.50468173962963 -0.255029045018519 -0.545480217777778 -0.497470739444444 -0.308243390425926
"28" "WALKING_UPSTAIRS" "train" -0.266101343372549 -0.190589069119608 -0.401732939215686 -0.233726643921569 -0.178554981115686 -0.281685159607843 -0.403636283921569 -0.522066500784314 -0.318210999529412 -0.556383410588235 -0.459989315686274 -0.22624337505098
"28" "WALKING_DOWNSTAIRS" "train" 0.0890721752173913 0.186441733869565 -0.308161634195652 0.137797082826087 0.065301199843913 -0.416940283043478 -0.0299969963043478 -0.217100157608696 -0.184392337071739 -0.345453346086957 -0.293108364565217 -0.416505886304348
"28" "SITTING" "train" -0.979820142638889 -0.946351650416667 -0.952226786666667 -0.984956708611111 -0.939885478333333 -0.9330454775 -0.973724326388889 -0.963117633611111 -0.954180279027778 -0.98161514125 -0.953207017222222 -0.961561036111111
"28" "STANDING" "train" -0.97251980164557 -0.893430392658228 -0.934503028481013 -0.98026749 -0.87446926556962 -0.897600800886076 -0.880426103164557 -0.948160785316456 -0.926655192405063 -0.886706768227848 -0.936101609113924 -0.932039083037975
"28" "LAYING" "train" -0.9739308675 -0.958436369 -0.961115672375 -0.967324863875 -0.94200397775 -0.956770904875 -0.946804234625 -0.9658244555 -0.961164844875 -0.958092114 -0.957552988125 -0.966312024
"29" "WALKING" "train" -0.135819505761321 -0.0349642325433962 -0.279734839433962 -0.190355976849057 -0.182068539584906 -0.283348100981132 -0.431490048490566 -0.362232316226415 -0.397277495471698 -0.654313559056604 -0.0941359695075472 -0.494117483018868
"29" "WALKING_UPSTAIRS" "train" -0.109793480008163 -0.196011503540816 -0.320487882857143 -0.0790625306306122 -0.141258066657755 0.203057836877551 -0.260519290404082 -0.39404534122449 -0.34170013244898 -0.350338205020408 0.234346783653061 -0.444153056530612
"29" "WALKING_DOWNSTAIRS" "train" 0.110663200244167 -0.02122937175 -0.266692150208333 0.187438624270833 -0.239349053641667 -0.262073242045833 -0.18941800145 -0.463125032083333 -0.199225894479167 -0.319123137947917 -0.354872689583333 -0.416165845833333
"29" "SITTING" "train" -0.991093963666667 -0.969609501666667 -0.975623030833333 -0.990617521 -0.961693949333333 -0.965800974333333 -0.988393569 -0.990329245333333 -0.9739335945 -0.990727755166667 -0.987259808666667 -0.972912517166667
"29" "STANDING" "train" -0.995024039692308 -0.973345770461538 -0.984096024769231 -0.996604570307692 -0.968278553076923 -0.978802973692308 -0.974485449538462 -0.991586674 -0.983654714461538 -0.979162564923077 -0.989643721230769 -0.984714226461538
"29" "LAYING" "train" -0.986626999275362 -0.989034304057971 -0.989473926666667 -0.983432309130435 -0.990680395362319 -0.986378776086957 -0.99312260884058 -0.993696336521739 -0.976184322608696 -0.994652185217391 -0.992240785652174 -0.976858964492754
"30" "WALKING" "train" -0.351402910907692 -0.193856663907692 -0.309558882615385 -0.344928112461538 -0.215634315369231 -0.0931447617846154 -0.374440300461538 -0.175900924040154 -0.247350343692308 -0.399032346 0.0955456046230769 -0.237941473615385
"30" "WALKING_UPSTAIRS" "train" -0.420402828153846 -0.297813768569231 -0.36751984 -0.326260358153846 -0.104299180318462 0.121447414920923 -0.488039003123077 -0.366058433230769 -0.318937001538462 -0.503484236964615 0.0449545535584615 -0.253427074984615
"30" "WALKING_DOWNSTAIRS" "train" -0.106966957087097 -0.0216637054241935 -0.25806736666129 -0.0405257091567742 -0.0934682613774194 -0.257393372287097 -0.263061628069355 -0.348065119677419 -0.263720763854839 -0.278386596338226 -0.255732054951613 -0.371541476129032
"30" "SITTING" "train" -0.985008785 -0.954076042258065 -0.966274090645161 -0.983231005483871 -0.933992577903226 -0.946203823387097 -0.987034626451613 -0.982005883387097 -0.961177109516129 -0.988484803225806 -0.973804950806452 -0.95730868516129
"30" "STANDING" "train" -0.972014050847458 -0.919475121186441 -0.938089774915254 -0.980426575762712 -0.885572781694915 -0.907286793050847 -0.915742855084746 -0.945628836949153 -0.937798124576271 -0.911718163220339 -0.939469774067797 -0.935176884915254
"30" "LAYING" "train" -0.974789999285714 -0.959974274571429 -0.970321991714286 -0.977045260571429 -0.9535584 -0.967188198571429 -0.971789052714286 -0.968170332428571 -0.967577361142857 -0.974488400714286 -0.965134152428571 -0.972199238
